comment_id,user_name,content
1840345223112263,Huỳnh Thủy,Cách điều trị bị kích ứng sao ạ ? Có ai biết cho em tham khảo với
1840145333132252,Ái Luỹ,"Mình không ngứa, nhưng vẫn là dấu hiệu của dị ứng mỹ phẩm, thành ra ngộ nhận đẩy mụn!! 😭😭😭
Làm nặng tành bành, giờ thâm 😭😭"
1839710573175728,Huỳnh Chi,dị ứng nó ngứa á
1840205469792905,Đỗ Thuỵ Trúc Lam,"dị ứng là nổi mụn mà không có nhân mụn á, ngứa với lại sần da"
1839794419834010,Vũ Thị Khánhh Linhh,"Mk đang dùng klenzit ms vs megadou thì nó có mờ thâm. Ko ạ
Ai giới thiệu sp trị thâm cho mk zới"
1839727963173989,Hiền Đồng,dị ứng thì n ngứa b ạ
1841466693000116,Hoàng T Hoài,"🔥 #Serum_Tía_Tô_Nano_Bạc Đặc TᖇỊ ᗰ.Ụ.ᑎ 🔥
🔆🔆SERUM Tía Tô với thành phần thiên nhiên phù hợp với làn da của bạn❤️"
1839991166481002,Ân Ân,"Kích ứng là n sẽ nổi mụn nước liti, da sẽ rát, đỏ sưng và ngứa ngay khi dùng sp luôn, thường sẽ ở những vùng da phía rìa quai hàm, phần gần chân tóc.. Còn đẩy mụn thì có thể khi dùng sp treatment sẽ hơi châm chích nhưng sau đó thì thôi, và sẽ nổi vài đốm mụn có thể liên tiếp nhau kiểu nốt này lặn thì nốt khác lên... Breakout thì sẽ là kiểu lên mụn ồ ạt lun, nguyên dòng họ nhà mụn từ già tới trẻ là n ngoi lên n hóng chuyện thế giới hết."
1839739576506161,Bỉ Ngạn Hoa,Kem làm dịu và phục hồi da bị kích ứng nha bạn https://shope.ee/7f80DzGeB7
1839722439841208,Nguyễn Hải Lý,"Kích ứng :nóng,ngứa châm chích,mặt lúc nào cx bị ửng đỏ"
1839734736506645,Ngọc Châu,Dùng b5 phục hồi da làm dịu da https://shope.ee/9pCUn21Egb
1839732576506861,Phi Yến,"Rát, ngứa, châm chích , nóng hầm hầm trên mặt"
1840846889728763,Sương Thu Phan,"Mụn kich ứng thường có đầu trắng, ko nhân ý"
1839824463164339,Pham Yen,"B bổ sung thêm kem dưỡng để phục hồi nha
https://shope.ee/Vel8TwE8W"
1839759609837491,Hoàng Khánh An,"cái này đi trị b ơi , chứ trc m cũng dạng như này mà bôi r uống mãi mà có đỡ đâu , đi trị 1 lần cho xong mà an tâm"
1839711309842321,Lâm Oanh,"Kích ứng: nóng, rát nhẹ, ngứa châm chích"
1840163746463744,Đỗ T. Thuyên,https://shope.ee/5V3WoH5Yor
