comment_id,user_name,content
2021779328302184,Trang Tiina,"Nếu chỉ dưỡng ở nhà thôi thì e cần kết hợp đi thấy nhân mụn và điều chỉnh thói quen sinh hoạt nhé, mất tầm 6 tháng - 1 năm để đỡ dần, còn đi điều trị thì chỉ mất khoảng 3 tháng nhưng bù lại sẽ tốn tiền hơn."
2021768818303235,Thúy Dương Ngọc,"Trước hết cần xử lý sạch sẽ mặt rồi lấy nhân mụn, da dầu nhiều mụn cần phải kiềm dầu ko bị bít tắc lỗ chân lông thì mụn sẽ tự giảm đi và hết"
2021761328303984,Nguyễn Huyền Thư,Xuân Việt qua bác sĩ này để hỏi nhé
2021766444970139,Nguyễn Thùy Dương,"Vệ sinh làm sạch rồi lấy nhân mụn b ạ
Phải trị mụn trước đã rồi mới chữa cái khác được"
2021760124970771,Phuong Thuy Nguyen,"Bạn dùng bọt rửa mặt và tonner tía tô hữu cơ nha, sạch và giảm mụn , giảm thâm nám"
2021760254970758,Trần Khắc Nhã,"https://s.lazada.vn/s.VAgrC
Mình dùng loại này nhé ạ"
2022019108278206,Nguyễn Linh Chi,"giờ bạn phải làm sạch mặt, nhưng bôi các loại thuốc tránh thuốc không hợp. Sau đó đi khám da liễu xem tình trạng da. Nếu bạn ở Sài Gòn có thể tham khảo bên này, tui hay trị mụn bên này, đc tư vấn rõ ràng nên giờ da ổn hơn. https://www.facebook.com/heraspa.pmh"
2021784364968347,Đoàn Huyền Diệu,Ib Minh mụn thâm trong 1 nốt nhắc
2021757401637710,Bích Trâmm,Vệ sinh da lấy nhân mụn b ơi
2023177154829068,Linh Phạm,nên đi da liễu để bsi soi da cho kĩ nha c. mụn viêm để lâu có thể để lại sẹo khó chữa á. c tham khảo thử bên GIA Clinic nha. bsi chuyên môn đ.trị 1:1 luôn á nên cải thiện lắm
2022032454943538,Thanh Trúc,"Dùng gel trị mụn megaduo đi ạ nhớ tẩy trang với sữa rửa mặt nữa nha kiên trì hiệu quả chậm nhưng hết mụn nha
https://s.shopee.vn/6pgObfmVxU"
2021785578301559,Lê Yến Thư,Làm sạch lấy mụn kết hợp 1 số sp đơn giàn . Từ từ cho da phục hồi bạn nhé
2021767511636699,Nguyễn Quý Lâm,"Em có một số sp có thể giúp chị giảm tình trang trên hiệu quả, đỡ phải ra mấy cái spa làm r không thấy hiệu quả đâu mà tốn tiền nhiều"
2031479390665511,Hải Nhật,"Bạn phải điều trị mụn trước rồi dùng sp mới hiệu quả bạn nhé, bạn qua đây tham khảo mà điều trị mụn, mình thấy bên này làm hiệu quả đó https://www.facebook.com/svietspa38"
2022377301575720,Nguyễn Nhi Loan,Săn minisize nước hoa xịn đầy đủ bill giá chỉ từ 15k => https://www.facebook.com/groups/beauteland.deals
2030128617467255,Thư Minh,t da cũng ẩn nhiều hk biết làm sao
2030098047470312,Lương Cường,E cũng hóng ak
2022031864943597,Mimie,"da mình hh thiên dầu, trc thâm, mụn, sần , lcl to giống của b vậy, h đỡ 8 ~ 90%
và đây là routine của mình, b tham khảo nhé
srm Cerave bản cho da dầu
bha paulachoice
serum nia paula choice 20%
retinol skinceutical
kem dưỡng avene khi dùng retinol
kem dưỡng bioderma xanh ngày bt
kem chống nắng anessa bản hồng"
2022017661611684,Điêu Mỹ Hằng,"Hoa Nhật Quỳnhh mình chữa bên c này. Routine đơn giản, hiệu quả lắm. Khoảng 1 tháng là thấy đỡ hẳn rồi"
2031476087332508,Thanh Trúc,"B thử uống combo giống t nha, đỡ thâm mụn vs trị mụn oki lắm ak"
2021761248303992,Tống Văn Trưởng,","
2030766760736774,DS Thanh Xuan,c đang dùng những sp gì nhỉ ?
2030134844133299,Phương Thảo,"Mua cả viên kẽm DHC uống đi b nó trị mụn ổn á, thâm mụn thì mix cả vitamin C luôn cùng đc nò"
2030101724136611,Hương Lan,Mai Hoa nè c tui
2021759538304163,Phan Thắng,"bạn lên đây xin cũnh chẳng biết loại nào hợp vs bạn đâu, khuyên chân thành là đi da liễu bạn nhé !"
